lan_ip 10.0.0.254
lan_msk 255.0.0.0
lan_type 0
lan_gw 0
igmp_status 1
5g_wlan_Auth 4 3
5g_wlan_secSubType1 1 3
5g_wlan_secSubType1 2 3
5g_wlan_secSubType1 3 3
5g_wlan_secSubType1 4 3
5g_wlan_secSubType2 1 3
5g_wlan_secSubType2 2 3
5g_wlan_secSubType2 3 3
5g_wlan_secSubType2 4 3
5g_wlan_secSubType3 1 2
5g_wlan_secSubType3 2 2
5g_wlan_secSubType3 3 2
5g_wlan_secSubType3 4 2
5g_wlan_Encrypt 2
5g_wlan_Dot1x_en 0
5g_wlan_Radius 1 0.0.0.0
5g_wlan_Radius 2 0.0.0.0
5g_wlan_Radius 3 0.0.0.0
5g_wlan_Radius 4 0.0.0.0
5g_wlan_RadiusPort 1 1812
5g_wlan_RadiusPort 2 1812
5g_wlan_RadiusPort 3 1812
5g_wlan_RadiusPort 4 1812
5g_wlan_PskSecret 1 SecureKey
5g_wlan_PskSecret 2 70752793
5g_wlan_PskSecret 3 70752793
5g_wlan_PskSecret 4 70752793
5g_wlan_CurKey 1
5g_wlan_GroupKeyUpdate 1 3600
5g_wlan_GroupKeyUpdate 2 0
5g_wlan_GroupKeyUpdate 3 0
5g_wlan_GroupKeyUpdate 4 0
5g_wlan_GroupKeyUpdateWpa 1 0
5g_wlan_GroupKeyUpdateWpa 2 0
5g_wlan_GroupKeyUpdateWpa 3 0
5g_wlan_GroupKeyUpdateWpa 4 0
5g_wlan_wpaCipher 1 1
5g_wlan_wpaCipher 2 1
5g_wlan_wpaCipher 3 1
5g_wlan_wpaCipher 4 1
5g_wlan_pskCipher 1 3
5g_wlan_pskCipher 2 3
5g_wlan_pskCipher 3 3
5g_wlan_pskCipher 4 3
5g_wlan_pirv_key 2
5g_wlan_pirv_defkey 1
5g_wlan_key_len 1 0
5g_wlan_key_len 2 0
5g_wlan_key_len 3 0
5g_wlan_key_len 4 0
5g_wlan_warn 1 0
5g_wlan_warn 2 0
5g_wlan_warn 3 0
5g_wlan_warn 4 0
5g_wlan_sec_changed 1 0
5g_wlan_sec_changed 2 0
5g_wlan_sec_changed 3 0
5g_wlan_sec_changed 4 0
5g_wlan_vapIdx 1 0
5g_wlan_vapIdx 2 1
5g_wlan_vapIdx 3 2
5g_wlan_vapIdx 4 3
5g_wlan_mode_ap 1
5g_wlan_mode_staType 0
5g_wlan_mode_wds 0
5g_wlan_mode_pptAp 1
5g_wlan_mode_mptAp 1
5g_wlan_mode_apBrd 1
5g_wlan_mode_modes 111000010
5g_wlan_mode_mbssid 0
5g_wlan_wme_en 1
5g_wlan_shortPrm_dis 0
5g_wlan_rts_thrh 2346
5g_wlan_frag_thrh 2346
5g_wlan_beacon_intv 100
5g_wlan_pwr 0
5g_wlan_shortGI 1
5g_wlan_isolate 0
5g_wlan_dtim_intv 1
5g_wlan_wps_en 0
5g_wlan_wps_pinState 0
5g_wlan_acl_mode 0
5g_wlan_exc_unlist 0
5g_wlan_show_key 0
guest_acc_type 1
guest_acc_hour 0
guest_acc_min 0
guest_acc_weekday 128
guest_acc_ballday 1
5g_guest_acc_type 1
5g_guest_acc_hour 0
5g_guest_acc_min 0
5g_guest_acc_weekday 128
5g_guest_acc_ballday 1
guest_qos_enable 0
guest_access_local 0
guests_see_eachother 0
guest_rx_bandwidth 1024
guest_tx_bandwidth 256
lgn_ousr admin
lgn_opswd inexplicable_old_password
lgn_usr admin
lgn_pwd password
sntp_tz -360
sntp_isManualTime 0
sntp_dls_start_month 2
sntp_dls_start_count 1
sntp_dls_start_week 0
sntp_dls_start_hour 2
sntp_dls_end_month 10
sntp_dls_end_count 0
sntp_dls_end_week 0
sntp_dls_end_hour 2
sntp_dls_set 0
sntp_svrA 0.0.0.0
sntp_svrB 0.0.0.0
shw_wzd 0
loopback_en 1
upnp_en_unused 1
tcp_trace_ip 0.0.0.0
sysstat_en 1
sysstat_nInterval 5
sysstat_autoRefresh 1
sysstat_nSortRules 3
dhcp_sta_num 5
virt_srv_num 0
port_trig_num 0
sta_rt_num 0
parent_en 0
parent_mode 0
parent_mac 00-00-00-00-00-00
access_glbl_en 0
access_mode 0
syslog_mail_veri 0
syslog_mail_noti 0
syslog_mail_inter 0
syslog_mail_hour 0
syslog_mail_minute 0
snmp_enable 0
snmp_get_comm public
snmp_get_src 0.0.0.0
snmp_set_comm private
snmp_set_src 0.0.0.0
server_name TP-LINK_E15392
share_mode 0
nas_account_type 0
nas_user_num 2
nas_user_name 1 admin
nas_user_name 2 admin
nas_user_passwd 1 password
nas_user_passwd 2 admin
nas_ftp_enable 0
nas_ftp_inet_enable 0
nas_ftp_port 21
nas_ftp_inet_port 21
nas_smb_enable 1
nas_mediasrv_enable 0
nas_sharedfolder_num 0
nas_folder_enable 1 0
nas_folder_enable 2 0
nas_folder_enable 3 0
nas_folder_enable 4 0
nas_folder_enable 5 0
nas_folder_enable 6 0
nas_folder_enable 7 0
nas_folder_enable 8 0
nas_folder_enable 9 0
nas_folder_enable 10 0
nas_folder_guest 1 0
nas_folder_guest 2 0
nas_folder_guest 3 0
nas_folder_guest 4 0
nas_folder_guest 5 0
nas_folder_guest 6 0
nas_folder_guest 7 0
nas_folder_guest 8 0
nas_folder_guest 9 0
nas_folder_guest 10 0
nas_folder_readpasswd 1 0
nas_folder_readpasswd 2 0
nas_folder_readpasswd 3 0
nas_folder_readpasswd 4 0
nas_folder_readpasswd 5 0
nas_folder_readpasswd 6 0
nas_folder_readpasswd 7 0
nas_folder_readpasswd 8 0
nas_folder_readpasswd 9 0
nas_folder_readpasswd 10 0
nas_folder_writeaccess 1 0
nas_folder_writeaccess 2 0
nas_folder_writeaccess 3 0
nas_folder_writeaccess 4 0
nas_folder_writeaccess 5 0
nas_folder_writeaccess 6 0
nas_folder_writeaccess 7 0
nas_folder_writeaccess 8 0
nas_folder_writeaccess 9 0
nas_folder_writeaccess 10 0
nas_folder_mediashare 1 0
nas_folder_mediashare 2 0
nas_folder_mediashare 3 0
nas_folder_mediashare 4 0
nas_folder_mediashare 5 0
nas_folder_mediashare 6 0
nas_folder_mediashare 7 0
nas_folder_mediashare 8 0
nas_folder_mediashare 9 0
nas_folder_mediashare 10 0
active_volume 1 1
active_volume 2 1
active_volume 3 1
active_volume 4 1
active_volume 5 1
active_volume 6 1
active_volume 7 1
active_volume 8 1
active_volume 9 1
active_volume 10 1
active_volume 11 1
active_volume 12 1
active_volume 13 1
active_volume 14 1
active_volume 15 1
active_volume 16 1
usbip_enabled 1
get_ip_type 2
get_dns_type 0
prim_dns_addr ::
sec_dns_addr ::
static_ipv6_addr ::
static_ipv6_default_gateway ::
static_ipv6_prefix_length 64
static_ipv6_mtu 1500
static_ipv6_prim_dns 2001:4860:4860::8888
static_ipv6_sec_dns 2001:4860:4860::8844
pppoev6_ip_way 0
pppoev6_link_type 2
pppoev6_auto_off_waittime 15
pppoev6_auto_start_hour 0
pppoev6_auto_end_hour 23
pppoev6_auto_start_minute 0
pppoev6_auto_end_minute 59
pppoev6_be_user_gateway 0
pppoev6_ipv6_gateway ::
pppoev6_mru 1480
pppoev6_ulechoReq 0
pppoev6_is_auto_dns 1
pppoev6_prim_dns ::
pppoev6_sec_dns ::
6to4_is_auto_dns 0
6to4_prim_dns 2001:4860:4860::8888
6to4_sec_dns 2001:4860:4860::8844
6to4_mru 1480
lanipv6_dhcp6s_min_pool_addr 2001:db8:1111:ffff::1000
lanipv6_dhcp6s_max_pool_addr 2001:db8:1111:ffff::2000
lanipv6_dhcp6s_prefix ::
lanipv6_dhcp6s_lease_time 86400
lanipv6_type 1
ipv6basic_wan_type 1
lanipv6_radvd_prefix ::
ipv6_enable 0
system_mode 1
pwd_enable 0
pwd_destip 0
pwd_interval 300
pwd_delay 300
pwd_failcount 3
